0	1954.93	87.8637	0.748493
10	1954.65	88.1416	0.748477
20	1955.58	87.214	0.748908
30	1957.2	97.901	0.746342
40	1978.74	104.342	0.753091
50	1991.02	108.34	0.761669
60	1986.22	117.822	0.759369
70	1994.75	111.669	0.75989
80	2008.52	105.669	0.761446
90	2014.35	99.9434	0.761135
100	2027.35	90.6211	0.757927
110	2043.03	83.5634	0.759781
120	2052.58	78.2076	0.755716
130	2052.12	76.8689	0.758316
140	2042.1	78.9364	0.758524
150	2004.74	86.4889	0.763307
160	1930.59	98.9897	0.766028
170	1857.66	97.4029	0.789109
180	1722.09	106.677	0.782229
190	1569.61	113.085	0.787505
200	1460.05	114.809	0.784574
210	1471.31	115.266	0.784636
220	1578.76	105.549	0.775861
230	1730.22	95.2268	0.771127
240	1864.02	85.357	0.754985
250	2040.06	87.3067	0.757063
260	2186.46	78.5718	0.756335
270	2303.13	76.6283	0.753233
280	2410.47	68.7793	0.751831
290	2488.24	67.7076	0.749532
300	2566.05	61.1532	0.747251
310	2645.34	57.8883	0.732396
320	2757	52.8193	0.715892
330	2899.35	49.0648	0.69009
340	3087.56	48.3103	0.651305
350	3326.78	39.7966	0.608118
360	3631.81	34.35	0.593
370	3967.37	26.2333	0.585663
