0	11.5054	82.1576	0.132724
10	12.6862	80.9768	0.176842
20	13.8112	79.8518	0.232322
30	10.8555	88.7636	0.899844
40	113.066	0.032417	0.998746
50	1.31694	120.302	0.999346
60	0.952947	126.618	0.641948
70	0.0480834	125.882	0.962598
80	0.760386	123.191	0.555304
90	0.443371	126.165	0.501802
100	0.338825	120.72	0.986679
110	2.34607	130.86	0.998734
120	0.163752	136.723	0.999945
130	141.874	0.534403	0.982448
140	150.646	0.466588	0.990838
150	71.3365	81.1927	0.786551
160	86.1668	70.8366	0.689991
170	55.716	104.195	0.856103
180	21.4286	150.39	-0.990514
190	29.1444	177.407	-0.421059
200	61.866	272.733	-0.448995
210	58.6044	424.961	-0.975917
220	490.128	84.0739	0.861656
230	96.0049	539.433	-0.979485
240	581.005	116.418	0.554806
250	537.494	229.789	0.229922
260	599.122	254.038	0.236508
270	702.692	270.697	0.213402
280	898.345	250.04	0.312502
290	1129.96	230.82	0.390582
300	1490.83	102.949	0.702538
310	1698.56	88.5278	0.729289
320	1852.15	77.1419	0.745319
330	1967.44	75.6428	0.749196
340	2061.65	71.7654	0.753354
350	2136.87	72.6015	0.757552
360	2184.17	76.0991	0.754504
370	2230.51	82.2208	0.751006
380	2254.23	79.7981	0.743269
390	2211.56	100.583	0.730243
400	2215.78	122.006	0.72252
410	2244.56	114.396	0.710517
420	2274.06	132.719	0.703393
430	2291.77	146.846	0.691152
440	2320.71	146.643	0.681421
