0	1951.27	91.5183	0.7468
10	1944.05	98.7374	0.749739
20	1947.94	94.849	0.750982
30	1956.57	98.5279	0.747456
40	1974.16	108.923	0.752644
50	2011.19	88.1696	0.768804
60	1988.28	115.759	0.762631
70	1991.57	114.848	0.759735
80	1982.78	131.411	0.76667
90	2011.62	102.675	0.761677
100	2017.56	100.414	0.75796
110	2037.31	89.2841	0.759259
120	2053.51	77.2727	0.756743
130	2044.03	84.9621	0.753794
140	2042.32	78.7145	0.756152
150	2005.58	85.6485	0.763089
160	1915.49	114.087	0.770669
170	1851.68	103.384	0.776178
180	1714.8	113.96	0.779832
190	1567.73	114.963	0.790658
200	1460.04	114.817	0.785558
210	1473	113.571	0.784434
220	1562.68	121.632	0.779838
230	1731.97	93.478	0.767975
240	1854.2	95.183	0.751856
250	2036.34	91.0281	0.756819
260	2186.15	78.8798	0.756663
270	2302.8	76.9553	0.749506
280	2411.67	67.5823	0.754214
290	2487.82	68.1233	0.748374
300	2567.18	60.0232	0.745103
310	2641.85	61.3715	0.732825
320	2755.95	53.8673	0.715431
330	2899.06	49.355	0.69014
340	3088.36	47.5086	0.649537
350	3327.31	39.2741	0.621688
360	3631.67	34.4918	0.591131
370	3916.52	77.0798	0.707126
