0	10.8569	47.4267	0.095114
10	14.809	43.4747	0.45649
20	13.652	44.6317	0.568205
30	14.6053	46.7085	0.0640772
40	0.157642	65.6469	0.476778
50	3.99482	59.8831	0.662069
60	0.0614816	60.3335	0.950498
70	0.214792	60.7496	0.496301
80	3.18162	51.6429	0.602844
90	0.676534	50.1958	0.381362
100	0.0637136	49.7538	0.382348
110	0.113294	56.7418	0.451221
120	0.00516306	58.0521	0.385371
130	11.342	47.9383	-0.284861
140	18.1207	40.5649	-0.301549
150	19.4598	42.2118	-0.414311
160	19.8829	46.1604	-0.398006
170	18.243	54.285	-0.410426
180	22.5261	58.3773	-0.329056
190	26.6379	98.1322	-0.414539
200	46.8608	195.025	-0.506893
210	63.3714	301.205	-0.567499
220	94.8475	326.88	-0.517929
230	365.531	101.271	0.320706
240	396.306	109.542	0.310635
250	134.197	425.407	-0.519814
260	123.929	532.686	-0.580791
270	189.762	569.239	-0.528362
280	265.767	642.56	-0.508747
290	734.59	354.922	-0.106602
300	982.206	273.679	0.125515
310	1126.98	241.234	0.240895
320	1218.11	233.457	0.275957
330	1333.6	180.554	0.403328
340	1348.81	212.17	0.3172
350	1476.56	136.957	0.525851
360	1496.04	140.123	0.507044
370	1520.4	150.557	0.509385
380	1539.18	154.645	0.498359
390	1546.42	165.799	0.478961
400	1551.95	182.748	0.461514
410	1540.49	204.626	0.393557
420	1528.97	228.539	0.346475
430	1462.25	307.367	0.136278
440	1467.8	318.421	0.124129
